query_id,subject_id,perc_identity,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
tr|A0A8V0Y2U9|A0A8V0Y2U9_CHICK,sp|O00548|DLL1_HUMAN,83.019,106,13,2,19,124,17,117,2.68e-45,173
tr|A0A8V0Y2W2|A0A8V0Y2W2_CHICK,sp|P20594|ANPRB_HUMAN,77.458,1078,195,6,20,1095,15,1046,0,1721
tr|A0A8V0Y300|A0A8V0Y300_CHICK,sp|P49959|MRE11_HUMAN,72.779,709,182,7,1,700,1,707,0,1030
tr|A0A8V0Y3D1|A0A8V0Y3D1_CHICK,sp|Q5S007|LRRK2_HUMAN,72.198,2525,685,7,15,2531,12,2527,0,3757
tr|A0A8V0Y3D5|A0A8V0Y3D5_CHICK,sp|P78509|RELN_HUMAN,90.745,3436,317,1,27,3462,26,3460,0,6611
tr|A0A8V0Y4M6|A0A8V0Y4M6_CHICK,sp|P28330|ACADL_HUMAN,80.402,398,78,0,28,425,32,429,0,677
tr|A0A8V0Y4R0|A0A8V0Y4R0_CHICK,sp|Q13950|RUNX2_HUMAN,75.182,411,50,6,6,364,20,430,0,519
tr|A0A8V0Y5A3|A0A8V0Y5A3_CHICK,sp|Q13635|PTC1_HUMAN,89.601,1404,141,4,44,1442,43,1446,0,2477
tr|A0A8V0Y5F1|A0A8V0Y5F1_CHICK,sp|Q9Y5T5|UBP16_HUMAN,63.962,838,268,16,1,819,1,823,0,1002
tr|A0A8V0Y5G9|A0A8V0Y5G9_CHICK,sp|P22004|BMP6_HUMAN,69.412,510,73,8,1,427,4,513,0,637
tr|A0A8V0Y5R5|A0A8V0Y5R5_CHICK,sp|P25116|PAR1_HUMAN,59.662,414,155,7,82,490,18,424,2.78e-153,443
tr|A0A8V0Y5Z2|A0A8V0Y5Z2_CHICK,sp|O60264|SMCA5_HUMAN,97.39,996,25,1,43,1038,58,1052,0,1942
tr|A0A8V0Y617|A0A8V0Y617_CHICK,sp|Q15910|EZH2_HUMAN,96.917,746,23,0,30,775,1,746,0,1519
tr|A0A8V0Y6A4|A0A8V0Y6A4_CHICK,sp|O75351|VPS4B_HUMAN,89.977,439,41,2,53,488,6,444,0,810
tr|A0A8V0Y6C9|A0A8V0Y6C9_CHICK,sp|P35520|CBS_HUMAN,78.611,547,111,3,36,578,7,551,0,911
tr|A0A8V0Y6V4|A0A8V0Y6V4_CHICK,sp|O94813|SLIT2_HUMAN,92.133,1538,100,3,4,1533,5,1529,0,2887
tr|A0A8V0Y745|A0A8V0Y745_CHICK,sp|P05067|A4_HUMAN,86.614,762,66,4,12,747,19,770,0,1245
tr|A0A8V0Y7I0|A0A8V0Y7I0_CHICK,sp|O43520|AT8B1_HUMAN,80.949,1244,236,1,1,1244,1,1243,0,2095
tr|A0A8V0Y8K1|A0A8V0Y8K1_CHICK,sp|Q92736|RYR2_HUMAN,93.085,4989,302,7,1,4968,1,4967,0,9523
tr|A0A8V0Y8L6|A0A8V0Y8L6_CHICK,sp|Q16394|EXT1_HUMAN,91.555,746,57,3,1,740,1,746,0,1399
tr|A0A8V0Y958|A0A8V0Y958_CHICK,sp|Q5TC82|RC3H1_HUMAN,87.895,1140,113,9,1,1122,1,1133,0,1959
tr|A0A8V0Y9A6|A0A8V0Y9A6_CHICK,sp|P18848|ATF4_HUMAN,61.972,355,126,7,1,353,4,351,1.75e-135,389
tr|A0A8V0Y9C1|A0A8V0Y9C1_CHICK,sp|P14210|HGF_HUMAN,74.384,730,179,3,1,726,1,726,0,1157
tr|A0A8V0Y9L3|A0A8V0Y9L3_CHICK,sp|P21583|SCF_HUMAN,49.826,287,130,6,1,287,1,273,1e-82,249
tr|A0A8V0Y9R5|A0A8V0Y9R5_CHICK,sp|P45844|ABCG1_HUMAN,87.784,704,48,2,1,692,1,678,0,1227
tr|A0A8V0Y9T3|A0A8V0Y9T3_CHICK,sp|O15379|HDAC3_HUMAN,91.285,459,9,1,1,459,1,428,0,862
tr|A0A8V0YA70|A0A8V0YA70_CHICK,sp|O60934|NBN_HUMAN,48.412,787,346,19,1,760,1,754,0,659
tr|A0A8V0YA71|A0A8V0YA71_CHICK,sp|Q04771|ACVR1_HUMAN,84.149,511,73,5,91,597,3,509,0,887
tr|A0A8V0YA75|A0A8V0YA75_CHICK,sp|P29460|IL12B_HUMAN,44.277,332,159,11,12,324,1,325,2.9e-76,236
tr|A0A8V0YAI0|A0A8V0YAI0_CHICK,sp|Q06330|SUH_HUMAN,96.674,481,16,0,51,531,20,500,0,974
tr|A0A8V0YBA0|A0A8V0YBA0_CHICK,sp|P40189|IL6RB_HUMAN,58.969,931,356,13,10,927,1,918,0,1021
tr|A0A8V0YBN5|A0A8V0YBN5_CHICK,sp|P52824|DGKQ_HUMAN,63.323,957,281,7,11,952,21,922,0,1215
tr|A0A8V0YBX8|A0A8V0YBX8_CHICK,sp|Q86WV6|STING_HUMAN,44.444,369,197,5,16,377,10,377,1.87e-78,246
tr|A0A8V0YC14|A0A8V0YC14_CHICK,sp|Q13188|STK3_HUMAN,95.909,440,16,2,1,439,1,439,0,825
tr|A0A8V0YCV8|A0A8V0YCV8_CHICK,sp|Q16620|NTRK2_HUMAN,75.532,846,179,4,1,842,1,822,0,1304
tr|A0A8V0YCY4|A0A8V0YCY4_CHICK,sp|O14965|AURKA_HUMAN,70.504,417,96,9,1,415,1,392,0,558
tr|A0A8V0YD30|A0A8V0YD30_CHICK,sp|P43005|EAA3_HUMAN,80.917,545,83,2,1,545,1,524,0,863
tr|A0A8V0YDK9|A0A8V0YDK9_CHICK,sp|Q13496|MTM1_HUMAN,82.753,603,104,0,13,615,1,603,0,1074
tr|A0A8V0YDX3|A0A8V0YDX3_CHICK,sp|P07550|ADRB2_HUMAN,77.926,376,73,6,21,392,23,392,0,594
tr|A0A8V0YF83|A0A8V0YF83_CHICK,sp|Q9H4A3|WNK1_HUMAN,65.101,1682,490,34,1245,2880,752,2382,0,1807
tr|A0A8V0YF83|A0A8V0YF83_CHICK,sp|Q9H4A3|WNK1_HUMAN,76.55,742,123,12,1,720,1,713,0,1054
tr|A0A8V0YF83|A0A8V0YF83_CHICK,sp|Q9H4A3|WNK1_HUMAN,23.404,94,63,1,523,607,1141,1234,0.21,37
tr|A0A8V0YF83|A0A8V0YF83_CHICK,sp|Q9H4A3|WNK1_HUMAN,22.222,45,35,0,1640,1684,518,562,1.7,33.9
tr|A0A8V0YF90|A0A8V0YF90_CHICK,sp|P56524|HDAC4_HUMAN,90.449,1068,98,3,23,1089,8,1072,0,1855
tr|A0A8V0YFC8|A0A8V0YFC8_CHICK,sp|P08575|PTPRC_HUMAN,50,1340,526,28,1,1236,3,1302,0,1203
tr|A0A8V0YG71|A0A8V0YG71_CHICK,sp|Q15389|ANGP1_HUMAN,91.011,445,40,0,1,445,1,445,0,858
tr|A0A8V0YGF7|A0A8V0YGF7_CHICK,sp|O14494|PLPP1_HUMAN,80.899,267,50,1,18,283,18,284,2.41e-153,429
tr|A0A8V0YGR1|A0A8V0YGR1_CHICK,sp|P07949|RET_HUMAN,68.253,1093,339,7,17,1105,26,1114,0,1512
tr|A0A8V0YHD2|A0A8V0YHD2_CHICK,sp|O43474|KLF4_HUMAN,62.069,348,72,9,59,360,180,513,1.26e-122,362
tr|A0A8V0YHN7|A0A8V0YHN7_CHICK,sp|P18031|PTN1_HUMAN,75.893,448,86,5,42,483,1,432,0,664
tr|A0A8V0YIT6|A0A8V0YIT6_CHICK,sp|Q15303|ERBB4_HUMAN,90.819,1307,90,3,24,1300,2,1308,0,2478
tr|A0A8V0YIV3|A0A8V0YIV3_CHICK,sp|O00203|AP3B1_HUMAN,79.249,1065,198,8,58,1113,44,1094,0,1598
tr|A0A8V0YJ98|A0A8V0YJ98_CHICK,sp|Q09472|EP300_HUMAN,83.537,2460,349,25,1,2450,1,2414,0,3633
tr|A0A8V0YJA6|A0A8V0YJA6_CHICK,sp|P00441|SODC_HUMAN,74.79,119,27,3,1,117,1,118,5.83e-56,174
tr|A0A8V0YJE5|A0A8V0YJE5_CHICK,sp|P02786|TFR1_HUMAN,51.786,784,345,17,100,875,2,760,0,780
tr|A0A8V0YJN0|A0A8V0YJN0_CHICK,sp|Q8NA29|NLS1_HUMAN,71.739,552,123,5,1,528,1,543,0,770
tr|A0A8V0YJN6|A0A8V0YJN6_CHICK,sp|O75626|PRDM1_HUMAN,79.509,815,167,0,72,886,11,825,0,1351
tr|A0A8V0YJP6|A0A8V0YJP6_CHICK,sp|Q9BYV1|AGT2_HUMAN,69.792,480,144,1,17,495,34,513,0,732
tr|A0A8V0YK13|A0A8V0YK13_CHICK,sp|P09601|HMOX1_HUMAN,62.752,298,99,4,54,349,1,288,1.66e-125,362
tr|A0A8V0YKB7|A0A8V0YKB7_CHICK,sp|P06756|ITAV_HUMAN,82.192,1022,176,4,18,1036,29,1047,0,1697
tr|A0A8V0YKJ3|A0A8V0YKJ3_CHICK,sp|Q53H12|AGK_HUMAN,75.12,418,103,1,8,424,5,422,0,672
tr|A0A8V0YKP2|A0A8V0YKP2_CHICK,sp|O60706|ABCC9_HUMAN,88.247,1557,174,4,39,1595,1,1548,0,2763
tr|A0A8V0YKS4|A0A8V0YKS4_CHICK,sp|P16234|PGFRA_HUMAN,81.193,1090,201,4,192,1278,1,1089,0,1793
tr|A0A8V0YL05|A0A8V0YL05_CHICK,sp|Q05086|UBE3A_HUMAN,94.639,858,39,3,58,915,25,875,0,1627
tr|A0A8V0YLK8|A0A8V0YLK8_CHICK,sp|Q9BYV1|AGT2_HUMAN,68.627,459,143,1,17,474,34,492,0,687
tr|A0A8V0YLL2|A0A8V0YLL2_CHICK,sp|Q9BYV1|AGT2_HUMAN,69.792,480,144,1,17,495,34,513,0,731
tr|A0A8V0YLM5|A0A8V0YLM5_CHICK,sp|Q15058|KIF14_HUMAN,55.455,1650,683,20,21,1641,22,1648,0,1643
tr|A0A8V0YLZ8|A0A8V0YLZ8_CHICK,sp|Q99972|MYOC_HUMAN,54.092,501,181,7,1,465,15,502,0,525
tr|A0A8V0YMH6|A0A8V0YMH6_CHICK,sp|O14494|PLPP1_HUMAN,81.887,265,47,1,30,293,20,284,1.62e-154,432
tr|A0A8V0YMI2|A0A8V0YMI2_CHICK,sp|O14494|PLPP1_HUMAN,81.509,265,48,1,135,398,20,284,1.58e-151,429
tr|A0A8V0YMI2|A0A8V0YMI2_CHICK,sp|O14494|PLPP1_HUMAN,60,60,23,1,1,60,1,59,1.49e-17,82
tr|A0A8V0YMJ9|A0A8V0YMJ9_CHICK,sp|P04233|HG2A_HUMAN,47.328,262,131,5,102,361,16,272,5.07e-77,238
tr|A0A8V0YMN5|A0A8V0YMN5_CHICK,sp|P15056|BRAF_HUMAN,89.206,806,41,3,1,803,1,763,0,1388
tr|A0A8V0YMS3|A0A8V0YMS3_CHICK,sp|P04083|ANXA1_HUMAN,77.746,346,72,2,1,341,1,346,0,545
tr|A0A8V0YMT3|A0A8V0YMT3_CHICK,sp|O14494|PLPP1_HUMAN,74.436,266,66,2,4,268,20,284,2.59e-142,400
tr|A0A8V0YN80|A0A8V0YN80_CHICK,sp|P41182|BCL6_HUMAN,77.695,668,141,4,1,665,1,663,0,1060
tr|A0A8V0YN80|A0A8V0YN80_CHICK,sp|P41182|BCL6_HUMAN,39.583,48,27,2,520,566,630,676,0.01,38.9
tr|A0A8V0YNA1|A0A8V0YNA1_CHICK,sp|O60341|KDM1A_HUMAN,91.247,834,37,5,19,816,19,852,0,1449
tr|A0A8V0YNI7|A0A8V0YNI7_CHICK,sp|O75912|DGKI_HUMAN,83.105,1024,124,6,1,986,53,1065,0,1739
tr|A0A8V0YNK0|A0A8V0YNK0_CHICK,sp|O43524|FOXO3_HUMAN,87.393,468,56,3,2,467,207,673,0,774
tr|A0A8V0YNN9|A0A8V0YNN9_CHICK,sp|P12109|CO6A1_HUMAN,70.01,997,286,7,165,1150,33,1027,0,1268
tr|A0A8V0YNQ5|A0A8V0YNQ5_CHICK,sp|P21246|PTN_HUMAN,92.105,76,5,1,98,172,75,150,4.52e-45,146
tr|A0A8V0YNY4|A0A8V0YNY4_CHICK,sp|O60674|JAK2_HUMAN,87.257,1130,143,1,54,1182,3,1132,0,2074
tr|A0A8V0YP10|A0A8V0YP10_CHICK,sp|P42224|STAT1_HUMAN,83.622,751,117,3,27,775,1,747,0,1290
tr|A0A8V0YPB4|A0A8V0YPB4_CHICK,sp|P62877|RBX1_HUMAN,100,76,0,0,1,76,1,76,1.03e-51,159
tr|A0A8V0YQ13|A0A8V0YQ13_CHICK,sp|Q96HF1|SFRP2_HUMAN,82.867,286,48,1,8,292,10,295,1.81e-179,496
tr|A0A8V0YQE9|A0A8V0YQE9_CHICK,sp|Q13936|CAC1C_HUMAN,87.747,2228,187,11,1,2149,1,2221,0,3801
tr|A0A8V0YR47|A0A8V0YR47_CHICK,sp|P50897|PPT1_HUMAN,66.333,300,67,3,6,275,10,305,6.35e-146,410
tr|A0A8V0YRF2|A0A8V0YRF2_CHICK,sp|P98170|XIAP_HUMAN,57.171,502,199,7,1,492,1,496,0,593
tr|A0A8V0YRT4|A0A8V0YRT4_CHICK,sp|Q04721|NOTC2_HUMAN,74.716,2468,546,16,25,2432,22,2471,0,3738
tr|A0A8V0YS61|A0A8V0YS61_CHICK,sp|P49917|DNLI4_HUMAN,76.092,916,210,3,1,912,1,911,0,1472
tr|A0A8V0YSE9|A0A8V0YSE9_CHICK,sp|P18075|BMP7_HUMAN,87.674,430,40,3,43,463,6,431,0,776
tr|A0A8V0YSF6|A0A8V0YSF6_CHICK,sp|Q99538|LGMN_HUMAN,72.917,432,116,1,1,431,1,432,0,687
tr|A0A8V0YSV9|A0A8V0YSV9_CHICK,sp|Q9UL45|BL1S6_HUMAN,82.069,145,25,1,31,175,28,171,1.69e-73,218
tr|A0A8V0YT51|A0A8V0YT51_CHICK,sp|O15455|TLR3_HUMAN,55.938,842,307,8,15,793,63,903,0,870
tr|A0A8V0YT51|A0A8V0YT51_CHICK,sp|O15455|TLR3_HUMAN,22.922,397,197,10,196,487,51,443,0.000143,45.4
tr|A0A8V0YT51|A0A8V0YT51_CHICK,sp|O15455|TLR3_HUMAN,26.667,135,91,2,381,515,37,163,0.009,39.7
tr|A0A8V0YT51|A0A8V0YT51_CHICK,sp|O15455|TLR3_HUMAN,32.877,73,48,1,449,520,48,120,0.043,37.4
tr|A0A8V0YT68|A0A8V0YT68_CHICK,sp|P46100|ATRX_HUMAN,71.879,2507,589,29,15,2427,8,2492,0,3082
tr|A0A8V0YTF0|A0A8V0YTF0_CHICK,sp|P00492|HPRT_HUMAN,91.866,209,17,0,19,227,10,218,4.99e-146,405
tr|A0A8V0YTP2|A0A8V0YTP2_CHICK,sp|Q96QT4|TRPM7_HUMAN,87.964,1454,168,6,1,1453,1,1448,0,2683
tr|A0A8V0YTP2|A0A8V0YTP2_CHICK,sp|Q96QT4|TRPM7_HUMAN,79.688,448,63,4,1586,2029,1442,1865,0,732
tr|A0A8V0YTR8|A0A8V0YTR8_CHICK,sp|Q99717|SMAD5_HUMAN,95.736,469,16,1,1,469,1,465,0,934
tr|A0A8V0YUK9|A0A8V0YUK9_CHICK,sp|O14494|PLPP1_HUMAN,74.436,266,66,2,3,267,20,284,1.98e-142,400
tr|A0A8V0YUL4|A0A8V0YUL4_CHICK,sp|O95477|ABCA1_HUMAN,85.428,2244,314,6,31,2267,24,2261,0,3937
tr|A0A8V0YUM1|A0A8V0YUM1_CHICK,sp|O14494|PLPP1_HUMAN,77.491,271,51,2,45,314,23,284,1.13e-142,403
tr|A0A8V0YV58|A0A8V0YV58_CHICK,sp|P23415|GLRA1_HUMAN,94.76,458,15,2,1,450,1,457,0,900
tr|A0A8V0YVN0|A0A8V0YVN0_CHICK,sp|P54132|BLM_HUMAN,49.798,1486,567,28,1,1378,1,1415,0,1296
tr|A0A8V0YVP9|A0A8V0YVP9_CHICK,sp|Q14393|GAS6_HUMAN,68.396,636,198,3,59,692,40,674,0,942
tr|A0A8V0YVT7|A0A8V0YVT7_CHICK,sp|Q9Y466|NR2E1_HUMAN,95.573,384,17,0,5,388,2,385,0,756
tr|A0A8V0YVY1|A0A8V0YVY1_CHICK,sp|P42858|HD_HUMAN,82.467,3040,472,8,25,3061,79,3060,0,5049
tr|A0A8V0YVY1|A0A8V0YVY1_CHICK,sp|P42858|HD_HUMAN,88.235,17,2,0,1,17,1,17,0.95,35
tr|A0A8V0YWW2|A0A8V0YWW2_CHICK,sp|P29317|EPHA2_HUMAN,74.633,954,232,4,32,980,28,976,0,1495
tr|A0A8V0YXD7|A0A8V0YXD7_CHICK,sp|P51114|FXR1_HUMAN,84.786,677,47,2,1,677,1,621,0,1055
tr|A0A8V0YXL9|A0A8V0YXL9_CHICK,sp|P14780|MMP9_HUMAN,60,700,242,8,16,687,17,706,0,830
tr|A0A8V0YXM5|A0A8V0YXM5_CHICK,sp|P07333|CSF1R_HUMAN,51.654,937,432,7,6,931,1,927,0,887
tr|A0A8V0YXP6|A0A8V0YXP6_CHICK,sp|P98161|PKD1_HUMAN,54.566,4358,1855,37,55,4380,37,4301,0,4613
tr|A0A8V0YXR5|A0A8V0YXR5_CHICK,sp|Q3V6T2|GRDN_HUMAN,81.003,1895,314,10,1,1893,1,1851,0,2963
tr|A0A8V0YXS2|A0A8V0YXS2_CHICK,sp|O00712|NFIB_HUMAN,97.108,415,11,1,1,414,1,415,0,827
tr|A0A8V0YXZ9|A0A8V0YXZ9_CHICK,sp|P35916|VGFR3_HUMAN,69.533,1349,386,9,21,1362,21,1351,0,1909
tr|A0A8V0YY05|A0A8V0YY05_CHICK,sp|P58004|SESN2_HUMAN,72.523,444,110,3,200,636,42,480,0,659
tr|A0A8V0YYB0|A0A8V0YYB0_CHICK,sp|P84022|SMAD3_HUMAN,93.348,451,4,2,1,451,1,425,0,866
tr|A0A8V0YYF0|A0A8V0YYF0_CHICK,sp|Q96RL7|VP13A_HUMAN,66.013,3213,1045,19,1,3207,1,3172,0,4230
tr|A0A8V0YYQ9|A0A8V0YYQ9_CHICK,sp|O95461|LARG1_HUMAN,95.503,756,29,2,1,751,1,756,0,1497
tr|A0A8V0YYY4|A0A8V0YYY4_CHICK,sp|O15294|OGT1_HUMAN,97.514,1046,25,1,1,1045,1,1046,0,2143
tr|A0A8V0YZ32|A0A8V0YZ32_CHICK,sp|P56705|WNT4_HUMAN,87.077,325,42,0,35,359,27,351,0,600
tr|A0A8V0YZN0|A0A8V0YZN0_CHICK,sp|P21980|TGM2_HUMAN,64.774,687,240,2,1,686,1,686,0,926
tr|A0A8V0YZP9|A0A8V0YZP9_CHICK,sp|P29323|EPHB2_HUMAN,94.196,982,40,2,23,1004,21,985,0,1946
tr|A0A8V0Z0D0|A0A8V0Z0D0_CHICK,sp|P31749|AKT1_HUMAN,96.559,465,16,0,54,518,16,480,0,944
tr|A0A8V0Z0K9|A0A8V0Z0K9_CHICK,sp|P51654|GPC3_HUMAN,68.148,540,168,2,1,536,1,540,0,781
tr|A0A8V0Z0R8|A0A8V0Z0R8_CHICK,sp|P06239|LCK_HUMAN,67.561,410,70,3,1,409,1,348,0,561
tr|A0A8V0Z0X5|A0A8V0Z0X5_CHICK,sp|P17931|LEG3_HUMAN,47.557,307,97,10,27,331,6,250,2.77e-67,211
tr|A0A8V0Z0Y0|A0A8V0Z0Y0_CHICK,sp|P21796|VDAC1_HUMAN,95.406,283,13,0,19,301,1,283,0,557
tr|A0A8V0Z1B6|A0A8V0Z1B6_CHICK,sp|Q8N474|SFRP1_HUMAN,84.561,285,44,0,26,310,30,314,3.52e-170,474
tr|A0A8V0Z1F5|A0A8V0Z1F5_CHICK,sp|P36956|SRBP1_HUMAN,62.261,1150,385,20,6,1115,6,1146,0,1202
tr|A0A8V0Z1H1|A0A8V0Z1H1_CHICK,sp|P51168|SCNNB_HUMAN,64.363,651,212,4,1,646,1,636,0,878
tr|A0A8V0Z225|A0A8V0Z225_CHICK,sp|P0DP23|CALM1_HUMAN,99.291,141,1,0,1,141,1,141,9.88e-100,283
tr|A0A8V0Z225|A0A8V0Z225_CHICK,sp|P0DP23|CALM1_HUMAN,46.053,76,38,1,1,76,77,149,2.66e-14,66.2
tr|A0A8V0Z2L4|A0A8V0Z2L4_CHICK,sp|P43246|MSH2_HUMAN,78.312,936,182,4,9,927,2,933,0,1519
tr|A0A8V0Z2R0|A0A8V0Z2R0_CHICK,sp|Q06787|FMR1_HUMAN,94.311,334,19,0,1,334,1,334,0,672
tr|A0A8V0Z2R0|A0A8V0Z2R0_CHICK,sp|Q06787|FMR1_HUMAN,83.122,237,39,1,330,565,396,632,7.18e-126,382
tr|A0A8V0Z3G7|A0A8V0Z3G7_CHICK,sp|O75367|H2AY_HUMAN,90.054,372,34,1,16,384,1,372,0,652
tr|A0A8V0Z4T5|A0A8V0Z4T5_CHICK,sp|Q16665|HIF1A_HUMAN,78.24,818,163,4,29,831,9,826,0,1323
tr|A0A8V0Z506|A0A8V0Z506_CHICK,sp|P04156|PRIO_HUMAN,41.772,158,74,5,124,273,105,252,2.64e-17,79
tr|A0A8V0Z557|A0A8V0Z557_CHICK,sp|P07900|HS90A_HUMAN,96.154,728,24,2,11,734,5,732,0,1428
tr|A0A8V0Z564|A0A8V0Z564_CHICK,sp|P62491|RB11A_HUMAN,98.256,172,3,0,1,172,1,172,9.13e-124,349
tr|A0A8V0Z596|A0A8V0Z596_CHICK,sp|Q9UNE7|CHIP_HUMAN,85.526,304,39,2,1,300,1,303,0,512
tr|A0A8V0Z5C7|A0A8V0Z5C7_CHICK,sp|P12644|BMP4_HUMAN,83.455,411,58,7,51,454,1,408,0,696
tr|A0A8V0Z5H8|A0A8V0Z5H8_CHICK,sp|Q6P1J6|PLB1_HUMAN,53.458,1388,593,17,8,1384,113,1458,0,1476
tr|A0A8V0Z5H8|A0A8V0Z5H8_CHICK,sp|Q6P1J6|PLB1_HUMAN,40.888,1059,535,21,294,1324,61,1056,0,781
tr|A0A8V0Z5I3|A0A8V0Z5I3_CHICK,sp|P78325|ADAM8_HUMAN,45.224,827,398,14,29,835,24,815,0,672
tr|A0A8V0Z5J2|A0A8V0Z5J2_CHICK,sp|Q6P1J6|PLB1_HUMAN,52.73,1447,621,20,54,1483,58,1458,0,1501
tr|A0A8V0Z5J2|A0A8V0Z5J2_CHICK,sp|Q6P1J6|PLB1_HUMAN,40.737,1085,566,19,28,1070,353,1402,0,778
tr|A0A8V0Z6B6|A0A8V0Z6B6_CHICK,sp|P12643|BMP2_HUMAN,80.101,397,72,3,1,391,1,396,0,639
tr|A0A8V0Z6D7|A0A8V0Z6D7_CHICK,sp|Q96Q89|KI20B_HUMAN,45.398,1934,894,34,1,1886,1,1820,0,1357
tr|A0A8V0Z7L6|A0A8V0Z7L6_CHICK,sp|P11362|FGFR1_HUMAN,87.879,825,89,6,1,818,1,821,0,1463
tr|A0A8V0Z7U1|A0A8V0Z7U1_CHICK,sp|Q99497|PARK7_HUMAN,90.476,189,18,0,19,207,1,189,1.86e-124,349
tr|A0A8V0Z8C7|A0A8V0Z8C7_CHICK,sp|Q9HBA0|TRPV4_HUMAN,84.579,856,123,3,5,852,17,871,0,1483
tr|A0A8V0Z8C9|A0A8V0Z8C9_CHICK,sp|P09327|VILI_HUMAN,71.463,827,235,1,162,987,1,827,0,1258
tr|A0A8V0Z8L1|A0A8V0Z8L1_CHICK,sp|P09874|PARP1_HUMAN,79.154,993,196,9,1,986,1,989,0,1605
tr|A0A8V0Z8U4|A0A8V0Z8U4_CHICK,sp|P63000|RAC1_HUMAN,90.995,211,0,1,1,211,1,192,3.67e-139,386
tr|A0A8V0Z927|A0A8V0Z927_CHICK,sp|Q9BXM7|PINK1_HUMAN,59.89,546,182,7,15,542,52,578,0,580
tr|A0A8V0Z970|A0A8V0Z970_CHICK,sp|Q9HCM4|E41L5_HUMAN,68.766,778,186,15,1,766,1,733,0,1011
tr|A0A8V0ZA10|A0A8V0ZA10_CHICK,sp|Q12879|NMDE1_HUMAN,80.34,1470,271,8,37,1494,1,1464,0,2469
tr|A0A8V0ZA18|A0A8V0ZA18_CHICK,sp|Q9UBU3|GHRL_HUMAN,43.011,93,48,2,21,110,21,111,1.22e-22,85.1
tr|A0A8V0ZAR2|A0A8V0ZAR2_CHICK,sp|P52789|HXK2_HUMAN,86.065,897,125,0,354,1250,21,917,0,1650
tr|A0A8V0ZBB2|A0A8V0ZBB2_CHICK,sp|Q9HCL2|GPAT1_HUMAN,81.423,829,151,3,1,827,1,828,0,1376
tr|A0A8V0ZBB8|A0A8V0ZBB8_CHICK,sp|P54851|EMP2_HUMAN,67.816,174,48,3,1,173,1,167,5.19e-82,239
tr|A0A8V0ZBM1|A0A8V0ZBM1_CHICK,sp|P38571|LICH_HUMAN,72.776,371,98,2,27,395,29,398,0,576
tr|A0A8V0ZBN6|A0A8V0ZBN6_CHICK,sp|Q02750|MP2K1_HUMAN,95.38,368,15,1,86,453,28,393,0,703
tr|A0A8V0ZBP3|A0A8V0ZBP3_CHICK,sp|O14640|DVL1_HUMAN,79.888,716,119,7,1,712,1,695,0,953
tr|A0A8V0ZBT6|A0A8V0ZBT6_CHICK,sp|Q16531|DDB1_HUMAN,96.93,1075,33,0,1,1075,1,1075,0,2162
tr|A0A8V0ZC34|A0A8V0ZC34_CHICK,sp|Q06418|TYRO3_HUMAN,68.9,836,246,4,14,840,38,868,0,1150
tr|A0A8V0ZCA5|A0A8V0ZCA5_CHICK,sp|Q9Y4K0|LOXL2_HUMAN,81.63,724,133,0,25,748,26,749,0,1280
tr|A0A8V0ZCT5|A0A8V0ZCT5_CHICK,sp|Q6P1J6|PLB1_HUMAN,52.734,1445,624,19,48,1477,58,1458,0,1502
tr|A0A8V0ZCT5|A0A8V0ZCT5_CHICK,sp|Q6P1J6|PLB1_HUMAN,40.737,1085,566,19,22,1064,353,1402,0,778
tr|A0A8V0ZD48|A0A8V0ZD48_CHICK,sp|Q02156|KPCE_HUMAN,93.891,753,30,3,1,753,1,737,0,1469
tr|A0A8V0ZD60|A0A8V0ZD60_CHICK,sp|Q13043|STK4_HUMAN,92.608,487,35,1,156,641,1,487,0,921
tr|A0A8V0ZD93|A0A8V0ZD93_CHICK,sp|P06865|HEXA_HUMAN,65.909,528,173,3,1,523,1,526,0,718
tr|A0A8V0ZDU6|A0A8V0ZDU6_CHICK,sp|P12931|SRC_HUMAN,88.287,572,28,2,1,569,1,536,0,1027
tr|A0A8V0ZE73|A0A8V0ZE73_CHICK,sp|O00499|BIN1_HUMAN,76.847,609,89,5,1,574,1,592,0,912
tr|A0A8V0ZEG2|A0A8V0ZEG2_CHICK,sp|P51159|RB27A_HUMAN,92.308,221,17,0,1,221,1,221,2.19e-157,435
tr|A0A8V0ZER1|A0A8V0ZER1_CHICK,sp|P08069|IGF1R_HUMAN,84.936,1248,180,5,1,1242,122,1367,0,2192
tr|A0A8V0ZFF5|A0A8V0ZFF5_CHICK,sp|Q92786|PROX1_HUMAN,94.708,737,38,1,1,736,1,737,0,1437
tr|A0A8V0ZFN3|A0A8V0ZFN3_CHICK,sp|Q06124|PTN11_HUMAN,97.808,593,13,0,1,593,1,593,0,1219
tr|A0A8V0ZG42|A0A8V0ZG42_CHICK,sp|Q969V5|MUL1_HUMAN,72.159,352,98,0,1,352,1,352,0,556
tr|A0A8V0ZG46|A0A8V0ZG46_CHICK,sp|P49902|5NTC_HUMAN,92.857,532,38,0,2,533,17,548,0,1036
tr|A0A8V0ZGD3|A0A8V0ZGD3_CHICK,sp|P49961|ENTP1_HUMAN,62.316,475,175,3,37,510,39,510,0,620
tr|A0A8V0ZGE3|A0A8V0ZGE3_CHICK,sp|P49961|ENTP1_HUMAN,62.55,502,186,2,47,547,10,510,0,660
