Proteome_ID	Tax_ID	Species_Name
UP000201663	12627	Cowpea mottle virus
UP000163076	12657	Equid gammaherpesvirus 2 (Equine herpesvirus 2)
UP000141821	12663	Feline coronavirus
UP000275556	12675	(new) Tomato spotted wilt virus (strain SA-05) (TSWV) (Groundnut ringspot virus)
UP000135747	12721	Human immunodeficiency virus
UP000015103	13249	Rhodnius prolixus (Triatomid bug)
UP000254575	13276	Suttonella indologenes
UP000077684	13291	Tilletia controversa (dwarf bunt fungus)
UP000290900	13370	Brettanomyces naardenensis (Yeast)
UP000515148	13443	Coffea arabica (Arabian coffee)
UP000662931	13502	Eeniella nana (Yeast) (Brettanomyces nanus)
UP000575068	13656	Rhizorhapis suberifaciens (corky root of lettuce)
UP000887565	13658	Romanomermis culicivorax (Nematode worm)
UP000655225	13715	Tetracentron sinense
UP000288725	27337	(new) Verticillium dahliae (Verticillium wilt)
UP000053477	27342	Schizopora paradoxa
UP000037035	27349	Puccinia sorghi
UP000789375	27381	(new) Funneliformis mosseae (Endomycorrhizal fungus) (Glomus mosseae)
UP000504616	27457	Bactrocera dorsalis (Oriental fruit fly) (Dacus dorsalis)
UP000185479	28028	Corynebacterium flavescens
UP000031419	28042	Saccharopolyspora rectivirgula
UP000236726	28051	Lachnospira multipara
UP000190750	28066	Rhodoferax fermentans
UP000033618	28092	Robbsia andropogonis
UP000192911	28094	Trinickia caryophylli (Paraburkholderia caryophylli)
UP000238563	28101	Phyllobacterium myrsinacearum
UP000297225	28114	Porphyromonas levii
UP000255233	28139	Rikenella microfusus
UP000229329	28161	Conservatibacter flavescens
UP000528397	28171	(new) Vibrio aestuarianus
UP000016895	28173	Vibrio nigripulchritudo
UP000095347	28181	Magnetovibrio blakemorei
UP000537126	28195	Thermonema lapsum
UP000640405	28201	Bdellovibrio sp.
UP000248021	28210	Chelatococcus asaccharovorans
UP000218323	28212	Sphingomonas adhaesiva
UP000315532	28214	Sphingomonas sp.
UP000199322	28234	Geotoga petraea
UP000107207	28274	Avian paramyxovirus 4
UP000316487	28280	(new) Human adenovirus E serotype 4 (HAdV-4) (Human adenovirus 4)
UP000202376	28288	Hyphantria cunea nuclear polyhedrosis virus (HcNPV)
UP000007671	28311	Human papillomavirus type 63
UP000241247	28320	Mycoplana dimorpha
UP000000872	28321	Amsacta moorei entomopoxvirus (AmEPV)
UP000001531	28358	Corynebacterium phage BFK20
UP000007611	28365	Xanthomonas phage phiLf (Bacteriophage phi-Lf)
UP000001646	28377	Anolis carolinensis (Green anole) (American chameleon)
UP000094976	28445	Mycobacterium intermedium
UP000195101	28447	(new) Clavibacter michiganensis
UP000054383	28573	Talaromyces islandicus (Penicillium islandicum)
UP000536033	28689	Alca torda (Razorbill)
UP000584880	28724	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)
UP000242340	28882	Ustilago maydis virus H1
UP000249218	29058	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)
UP000248481	29088	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)
UP000504632	29144	Chanos chanos (Milkfish) (Mugil chanos)
UP000596742	29158	Mytilus galloprovincialis (Mediterranean mussel)
UP000005408	29159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)
UP000232784	29250	Heliothis zea nudivirus
UP000000369	29252	Escherichia phage 186 (Bacteriophage 186)
UP000252983	29295	halophilic archaeon
UP000617426	29316	Schaalia hyovaginalis
UP000032431	29343	[Clostridium] cellulosi
UP000242850	29344	Caloramator fervidus
UP000190140	29349	[Clostridium] thermoalcaliphilum
UP000028525	29354	Lacrimispora celerecrescens
UP000199800	29364	[Clostridium] polysaccharolyticum
UP000013097	29372	Clostridium thermobutyricum
UP000441717	29376	Desulfofundulus thermobenzoicus
UP000249871	29391	Gemella morbillorum
UP000248863	29408	Rhodoplanes elegans
UP000295382	29443	Paucimonas lemoignei (Pseudomonas lemoignei)
UP000255169	29486	Yersinia ruckeri
UP000222056	29539	Thermoleophilum album
UP000011554	29540	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1)
UP000289841	29552	Haploplasma axanthum (Acholeplasma axanthum)
UP000290568	29556	Mycoplasmopsis gallinacea
UP000076983	29557	Mycoplasmopsis gallinarum
UP000264882	29559	Metamycoplasma hyosynoviae
UP000199006	29563	Halanaerobium salsuginis
UP000036987	29655	Zostera marina (Eelgrass)
UP000032142	29729	Gossypium arboreum (Tree cotton) (Gossypium nanking)
UP000032304	29730	Gossypium raimondii (New World cotton)
UP000009183	29760	Vitis vinifera (Grape)
UP000494163	30019	Drosophila busckii (Fruit fly)
UP000076408	30069	Anopheles stephensi (Indo-Pakistan malaria mosquito)
UP000617340	30212	Vespula germanica (German yellow jacket) (Paravespula germanica)
UP000600918	30213	Vespula pensylvanica (Western yellow jacket) (Wasp)
UP000537522	30388	Chauna torquata (Southern screamer)
UP000053806	30455	Fulmarus glacialis (Northern fulmar)
UP000504605	30538	Vicugna pacos (Alpaca) (Lama pacos)
UP000694394	30608	Microcebus murinus (Gray mouse lemur) (Lemur murinus)
UP000005225	30611	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)
UP000005226	31033	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)
UP000269396	31246	Schistosoma mattheei
UP000202324	31503	Maize white line mosaic Satellite virus (MWLMV) (Satellite maize white line mosaic virus)
UP000000867	31530	Myxoma virus (strain Lausanne) (MYXV)
UP000029934	31533	Enterobacteria phage RB3 (Bacteriophage RB3)
UP000096308	31552	(new) Human papillomavirus type 6
UP000008787	31553	Cottontail rabbit papillomavirus (strain Kansas) (CRPV) (Papillomavirus sylvilagi)
UP000007664	31567	Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989) (RV-C)
UP000118151	31588	Bovine rotavirus C
UP000203063	31723	Barley yellow dwarf virus (isolate MAV-PS1) (BYDV)
UP000002123	31757	Mycobacterium phage L5 (Mycobacteriophage L5)
UP000006675	31762	Hepatitis delta virus genotype I (isolate D380) (HDV)
UP000254920	32024	Campylobacter sputorum subsp. sputorum
UP000001688	32049	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)
UP000001566	32051	Synechococcus sp. (strain WH7803)
UP000811609	32201	Carya illinoinensis (Pecan)
UP000015104	32264	Tetranychus urticae (Two-spotted spider mite)
UP000553632	32597	Perkinsus olseni (Perkinsus atlanticus)
UP000201150	32629	(new) Indian peanut clump virus
UP000195062	33013	Clavibacter michiganensis subsp. michiganensis
UP000255425	33028	Staphylococcus saccharolyticus
UP000095519	33043	Coprococcus eutactus
UP000058074	33050	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)
UP000267342	33074	Zymobacter palmae
UP000452235	33178	Aspergillus terreus
UP000250572	33528	Gambusia affinis (Western mosquitofish) (Heterandria affinis)
UP000539032	33581	Scopus umbretta (Hammerkop)
UP000528411	33584	Balaeniceps rex (Shoebill)
UP000653271	33601	Piaya cayana (Common squirrel cuckoo)
UP000323011	33653	Cafeteria roenbergensis (Marine flagellate)
UP000099649	33708	Murid herpesvirus 4 (MuHV-4) (Murine gammaherpesvirus 68)
UP000007772	33728	(new) Lake Victoria marburgvirus (strain Popp-67) (MARV) (Marburg virus (strain West Germany/Popp/1967))
UP000000835	33734	Feline coronavirus (strain FIPV WSU-79/1146) (FCoV)
UP000130460	33748	Simian T-lymphotropic virus 2
UP000202132	33760	Prune dwarf virus
UP000007103	33762	Parsnip yellow fleck virus (isolate P-121) (PYFV)
UP000000877	33771	Halorubrum phage HF2
UP000319804	33885	Microbacterium lacticum
UP000325988	33899	Streptomyces galilaeus
UP000638313	33904	Streptomyces mashuensis
UP000239352	33906	Actinopolyspora mortivallis
UP000076476	33936	Aeribacillus pallidus
UP000093199	33978	Caryophanon tenue
UP000199054	34002	Paracoccus alcaliphilus
UP000183635	34004	Paracoccus aminovorans
UP000256679	34006	Paracoccus thiocyanatus
UP000249299	34017	Rhodobium orientis
UP000186819	34027	Aromatoleum tolulyticum
UP000092616	34059	Moraxella atlantae
UP000190435	34060	Moraxella caviae
UP000255230	34062	Moraxella osloensis
UP000035170	34073	Variovorax paradoxus
UP000681280	34094	Simkania sp.
UP000240042	34097	Brevinema andersonii
UP000593568	34281	Gossypium trilobum
UP000593579	34282	Gossypium gossypioides (Mexican cotton) (Selera gossypioides)
UP000593575	34283	Gossypium armourianum
UP000593574	34288	Gossypium laxum
UP000593572	34289	Gossypium lobatum
UP000837675	34627	Hyalomma marginatum
UP000589495	34956	Vireo altiloquus (Black-whiskered vireo)
UP000504617	35019	Thamnophis sirtalis
UP000001449	35128	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)
UP000001587	35241	Lactococcus phage Tuc2009 (Lactococcus lactis bacteriophage Tuc2009)
UP000095860	35250	(new) Gallid alphaherpesvirus 3
UP000112893	35258	Canine oral papillomavirus (COPV)
UP000002476	35304	Bunyamwera virus (BUNV)
UP000171554	35313	(new) Gamboa virus
UP000101661	35314	Koongol virus
UP000115541	35328	(new) Bluetongue virus 2
UP000150882	35334	Bovine group B rotavirus
UP000030046	35344	Streptococcus pyogenes phage T12 (Bacteriophage T12)
UP000104459	35511	Jamestown Canyon virus
UP000327000	35621	Streptomyces mobaraensis (Streptoverticillium mobaraense)
UP000694559	35670	Naja naja (Indian cobra)
UP000324585	35688	Porphyridium purpureum (Red alga) (Porphyridium cruentum)
UP000054107	35722	Parasitella parasitica
UP000199645	35752	Actinoplanes philippinensis
UP000254467	35756	Corynebacterium pilosum
UP000308550	35761	Nocardioides sp.
UP000334990	35763	Acrocarpospora corrugata
UP000672038	35773	Loofah witches'-broom phytoplasma
UP000295733	35804	Rhodovulum adriaticum (Rhodopseudomonas adriatica)
UP000243839	35883	Ipomoea nil (Japanese morning glory) (Pharbitis nil)
UP000262825	36035	Saccharomycodes ludwigii
UP000091967	36050	Fusarium poae
UP000015102	36166	Megaselia scalaris (Humpbacked fly) (Phora scalaris)
UP000524007	36275	Leiothrix lutea (Red-billed leiothrix) (Sylvia lutea)
UP000054150	36300	Pelecanus crispus (Dalmatian pelican)
UP000001450	36329	Plasmodium falciparum (isolate 3D7)
UP000242942	36330	Plasmodium ovale (malaria parasite P. ovale)
UP000159358	36348	Cercopithecine herpesvirus 9 (strain DHV) (CeHV-9) (Simian varicella virus)
UP000006930	36351	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)
UP000133659	36353	Marek's disease virus serotype 2 MDV2
UP000218026	36362	Polyomavirus sp.
UP000008654	36409	Rinderpest virus (strain RBOK) (RDV)
UP000150478	36423	(new) Bluetongue virus 3
UP000325780	36643	Aspergillus avenaceus
UP000187185	36805	Microbacterium aurum
UP000278422	36808	Corynebacterium bovis
UP000220914	36811	Mycolicibacterium agri (Mycobacterium agri)
UP000430120	36863	Ideonella dechloratans
UP000030125	36874	Porphyromonas cangingivalis
UP000502823	36987	Coptotermes formosanus (Formosan subterranean termite)
UP000054313	37040	Gavia stellata (Red-throated diver) (Colymbus stellatus)
UP000009158	37111	Human papillomavirus 28
UP000125839	37115	(new) Human papillomavirus 59
UP000007180	37137	Rotavirus A (strain RVA/SA11-Both/G3P5B[2]) (RV-A) (Simian Agent 11 (strain Both))
UP000233020	37293	Aotus nancymaae (Ma's night monkey)
UP000039324	37360	Plasmodiophora brassicae (Clubroot disease agent)
UP000521922	37633	Kineococcus aurantiacus
UP000199659	37658	Anaeromicropila populeti
UP000181917	37928	Arthrobacter crystallopoietes
UP000009111	37954	Human papillomavirus 22
UP000009112	37955	Human papillomavirus 23
UP000290537	38012	Malacosoma neustria nuclear polyhedrosis virus (MnNPV)
UP000002244	38062	Cassava vein mosaic virus (CsVMV)
UP000663699	38082	Pneumocystis wakefieldiae
UP000106311	38143	Simian hemorrhagic fever virus (SHFV)
UP000100541	38170	Avian orthoreovirus
UP000199350	38302	Corynebacterium mycetoides
UP000254069	38313	Shewanella algae
UP000324897	38414	Eragrostis curvula (weeping love grass)
UP000249056	38457	Monilinia fructigena
UP000317155	38815	Desulfuromonas acetexigens
UP000189761	38875	Heyndrickxia oleronia
UP000204100	39046	Cassava common mosaic virus
UP000204274	39116	Leishmania RNA virus 2 - 1
UP000708208	39272	Allacma fusca
UP000541444	39325	Kingdonia uniflora
UP000180254	39480	Andreesenia angusta
UP000190814	39495	Eubacterium uniforme
UP000549775	39621	Acrocephalus arundinaceus (Great reed-warbler)
UP000203537	39640	Bracoviriform congregatae
UP000202606	39681	Asparagus virus 2
UP000467006	39688	Mycolicibacterium duvalii
UP000466785	39694	Mycolicibacterium poriferae
UP000254978	39695	Mycolicibacterium tokaiense
UP000296201	39765	Hydrogenovibrio crunogenus
UP000308315	39803	(new) Escherichia virus Qbeta (Bacteriophage Q-beta)
UP000014665	39838	Lactococcus phage 936
UP000199611	39841	Thermodesulforhabdus norvegica
UP000076154	39966	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)
UP000146235	40050	African horse sickness virus
UP000159137	40051	(new) Bluetongue virus
UP000136107	40054	(new) Epizootic hemorrhagic disease virus
UP000114561	40058	Orungo virus
UP000204084	40060	Umatilla virus
UP000103080	40061	Wallal virus
UP000154153	40062	Warrego virus
UP000203679	40065	Chenuda virus
UP000202024	40067	Wad Medani virus
UP001153714	40085	(new) Diatraea saccharalis (sugarcane borer)
UP000782241	40199	(new) Fusarium avenaceum
UP000694408	40217	Junco hyemalis (Dark-eyed junco)
UP000242387	40268	Cryphonectria hypovirus 2-NB58
UP000030104	40296	Penicillium italicum (Blue mold)
UP000270094	40348	Strongylus vulgaris (Blood worm)
UP000053475	40382	Aspergillus ustus
UP000095409	40520	Blautia obeum
UP000112710	40538	Human papillomavirus type 48
UP000120507	40540	Human papillomavirus type 60
UP000192840	40571	Lentzea albidocapillata
UP001151529	40686	(new) Salix viminalis (Common osier) (Basket willow)
UP001142055	40697	(new) Blomia tropicalis (Mite)
UP000031623	40754	Thioploca ingrica
UP000794436	41045	Pythium oligandrum (Mycoparasitic fungus)
UP000326565	41062	Aspergillus leporis
UP000234585	41067	Aspergillus candidus
UP000770661	41210	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)
UP000008204	41431	Rippkaea orientalis (strain PCC 8801 / RF-1) (Cyanothece sp. (strain PCC 8801))
UP000002084	41514	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
UP000248044	41673	Acidianus brierleyi
UP000423396	41675	Stygiolobus azoricus
UP000233524	41688	Lomentospora prolificans
UP001152484	41803	(new) Cuscuta europaea (European dodder)
UP000244930	41977	Parazoarcus communis
UP000610303	41986	Agromyces mediolanus (Corynebacterium mediolanum)
UP000298218	41988	Cryobacterium psychrophilum
UP000010422	42068	Pneumocystis jirovecii (Human pneumocystis pneumonia agent)
UP000694554	42100	Phocoena sinus (Vaquita)
UP000280834	42155	Brugia timori
UP000271087	42157	Onchocerca ochengi (Filarial nematode worm)
UP000423830	42159	Morro Bay virus
UP000652013	42233	Spirilliplanes yamanashiensis
UP000215483	42236	(new) Streptomyces diastatochromogenes
UP000025229	42256	Rubrobacter radiotolerans
UP000189857	42322	Eubacterium ruminantium
UP000236664	42673	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)
UP000547976	42677	Gibberella subglutinans (Fusarium subglutinans)
UP000567885	42747	Fusarium heterosporum
UP000594008	42881	Streptomyces chromofuscus
UP000077521	43049	Tilletia indica
UP000683925	43137	Paramecium octaurelia
UP000689195	43138	Paramecium pentaurelia
UP000005215	43179	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)
UP000583049	43316	Glareola pratincola (Collared pratincole) (Hirundo pratincola)
UP000515208	43346	Bison bison bison (North American plains bison)
UP000053745	43455	Cathartes aura (Turkey vulture) (Vultur aura)
UP000033452	43658	Pseudoalteromonas rubra
UP000317715	43663	Paenarthrobacter aurescens (Arthrobacter aurescens)
UP000321484	43671	Actinotalea fermentans
UP000001164	43685	Lactococcus phage r1t (Bacteriophage r1t)
UP000198744	43775	Syntrophus gentianae
UP000168164	44088	Canarypox virus (CNPV)
UP000029278	44252	Paenibacillus macerans (Bacillus macerans)
UP000694413	44394	Zonotrichia albicollis (White-throated sparrow)
UP000612746	44442	Umbelopsis vinacea
UP000034156	44574	Nitrosomonas communis
UP000266673	44941	Gigaspora rosea
UP000054785	45065	Legionella geestiana
UP000054869	45067	Legionella lansingensis
UP000054725	45070	Legionella nautarum
UP000325902	45133	Lasiodiplodia theobromae
UP000249551	45151	(new) Pyrenophora tritici-repentis
UP000201332	45224	Leek white stripe virus
UP000297861	45254	Dysgonomonas capnocytophagoides
UP000001593	45351	Nematostella vectensis (Starlet sea anemone)
UP000182334	45354	[Candida] intermedia
UP000824998	45428	(new) Amylocarpus encephaloides
UP000230423	45464	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)
UP000257067	45498	Helicobacter cholecystus
UP000238350	45607	Wickerhamiella sorbophila
UP000663722	45655	Desulfonema magnum
UP000663720	45656	Desulfonema limicola
UP000031546	45670	Salinicoccus roseus
UP000005857	45764	Mycobacterium phage DS6A
UP000532252	45807	Motacilla alba (White wagtail) (Pied wagtail)
UP000001573	46014	Acholeplasma phage L2 (Bacteriophage L2)
UP000008292	46015	Autographa californica nuclear polyhedrosis virus (AcMNPV)
UP000202419	46021	Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A)
UP000546324	46159	Actinomadura coerulea
UP000284824	46176	Nonomuraea polychroma
UP000182321	46206	Pseudobutyrivibrio ruminis
UP000132454	46221	Porcine circovirus
UP000199545	46223	Thermoflavimicrobium dichotomicum
UP000010101	46234	Anabaena sp. 90
UP000023152	46433	Reticulomyxa filosa
UP000203968	46448	Horseradish curly top virus
UP000295832	46469	Orenia marismortui
UP000729357	46634	(new) Aureobasidium melanogenum
UP000275408	46731	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)
UP000130309	46771	(new) Simian virus 12
UP000316759	46835	Fasciola gigantica (Giant liver fluke)
UP000202320	47049	Kluyvera phage Kvp1
UP000612055	47281	Edaphochlamys debaryana
UP000694523	47308	Neogobius melanostomus (round goby)
UP000217790	47427	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)
UP000037269	47500	Aneurinibacillus migulanus (Bacillus migulanus)
UP000701853	47600	Gossypium anomalum
UP000828251	47602	Gossypium stocksii
UP000152383	47680	(new) Tree shrew adenovirus serotype 1 (TSAdV-1) (Tupaia adenovirus 1)
UP000521578	47692	Menura novaehollandiae (superb lyrebird)
UP000580879	47695	Climacteris rufus (rufous treecreeper)
UP001063166	47721	(new) Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)
UP000236333	47790	Tetrabaena socialis
UP000218598	47845	Brachybacterium alimentarium
UP000198217	47857	Micromonospora echinaurantiaca
UP000198251	47858	Micromonospora echinofusca
